,WSUDAN,NSUDAN,KRT,ESUDAN,CSUDAN
2015-01-12 17:00:00,0.545586957,0.537391304,0.6355,0.624235294,0.621
2015-01-12 18:00:00,0.583130435,0.583304348,0.6235,0.603647059,0.608888889
2015-01-12 19:00:00,0.595913043,0.596956522,0.626,0.583117647,0.595333333
2015-01-12 20:00:00,0.596652174,0.595,0.631,0.559882353,0.594333333
2015-01-12 21:00:00,0.594369565,0.585608696,0.632,0.536705882,0.587333333
2015-01-12 22:00:00,0.595978261,0.56926087,0.628,0.519705882,0.578222222
2015-01-12 23:00:00,0.600608696,0.546652174,0.625,0.502058824,0.549
2015-01-13 00:00:00,0.607717391,0.522347826,0.6055,0.484117647,0.514777778
2015-01-13 01:00:00,0.614347826,0.495086957,0.568,0.465117647,0.472555556
2015-01-13 02:00:00,0.61276087,0.462913043,0.5255,0.446588235,0.429444444
2015-01-13 03:00:00,0.603717391,0.435173913,0.4795,0.429352941,0.395888889
2015-01-13 04:00:00,0.586173913,0.410217391,0.42,0.385941176,0.340777778
2015-01-13 05:00:00,0.435021739,0.282391304,0.236,0.312941176,0.211666667
2015-01-13 06:00:00,0.314217391,0.184173913,0.34,0.422529412,0.264333333
2015-01-13 07:00:00,0.568826087,0.293043478,0.4835,0.428,0.306333333
2015-01-13 08:00:00,0.576586957,0.378391304,0.4885,0.367647059,0.258888889
2015-01-13 09:00:00,0.460543478,0.292347826,0.42,0.299352941,0.182444444
2015-01-13 10:00:00,0.372304348,0.224304348,0.353,0.254117647,0.133222222
2015-01-13 11:00:00,0.316869565,0.19126087,0.322,0.244117647,0.114333333
2015-01-13 12:00:00,0.289413043,0.186565217,0.327,0.264882353,0.123222222
2015-01-13 13:00:00,0.287586957,0.206130435,0.364,0.305294118,0.153777778
2015-01-13 14:00:00,0.29976087,0.250695652,0.398,0.365176471,0.208444444
2015-01-13 15:00:00,0.36926087,0.377043478,0.525,0.480411765,0.346777778
2015-01-13 16:00:00,0.492673913,0.509826087,0.646,0.565588235,0.456666667
2015-01-13 17:00:00,0.582152174,0.595,0.725,0.604705882,0.521
2015-01-13 18:00:00,0.633282609,0.629173913,0.766,0.616882353,0.553111111
2015-01-13 19:00:00,0.650065217,0.629652174,0.7785,0.615941176,0.563333333
2015-01-13 20:00:00,0.646108696,0.612782609,0.7695,0.602705882,0.567222222
2015-01-13 21:00:00,0.637652174,0.587826087,0.7515,0.578117647,0.569777778
2015-01-13 22:00:00,0.62873913,0.559217391,0.731,0.551117647,0.569888889
2015-01-13 23:00:00,0.616565217,0.529869565,0.6995,0.527588235,0.557444444
2015-01-14 00:00:00,0.605369565,0.501695652,0.653,0.505,0.530555556
2015-01-14 01:00:00,0.595913043,0.474956522,0.6015,0.482411765,0.492888889
2015-01-14 02:00:00,0.587978261,0.450478261,0.5485,0.459823529,0.445666667
2015-01-14 03:00:00,0.573565217,0.430782609,0.496,0.443176471,0.390888889
2015-01-14 04:00:00,0.548434783,0.408130435,0.4285,0.412588235,0.313666667
2015-01-14 05:00:00,0.409217391,0.298913043,0.306,0.379764706,0.195222222
2015-01-14 06:00:00,0.265347826,0.202217391,0.388,0.450647059,0.225555556
2015-01-14 07:00:00,0.413347826,0.253043478,0.453,0.46,0.248777778
2015-01-14 08:00:00,0.463565217,0.315652174,0.4635,0.422294118,0.256222222
2015-01-14 09:00:00,0.368891304,0.284434783,0.4245,0.367647059,0.200555556
2015-01-14 10:00:00,0.276913043,0.224652174,0.371,0.330352941,0.148555556
2015-01-14 11:00:00,0.211826087,0.186695652,0.3285,0.326647059,0.122555556
2015-01-14 12:00:00,0.170717391,0.175521739,0.3165,0.356705882,0.124111111
2015-01-14 13:00:00,0.151347826,0.184565217,0.349,0.410117647,0.148444444
2015-01-14 14:00:00,0.150369565,0.21226087,0.419,0.471235294,0.195888889
2015-01-14 15:00:00,0.211956522,0.298913043,0.6145,0.586235294,0.307444444
2015-01-14 16:00:00,0.309717391,0.399521739,0.757,0.663470588,0.409
2015-01-14 17:00:00,0.395369565,0.480086957,0.8105,0.682529412,0.493888889
2015-01-14 18:00:00,0.456021739,0.525608696,0.808,0.675588235,0.556111111
2015-01-14 19:00:00,0.488043478,0.537347826,0.7815,0.655823529,0.604666667
2015-01-14 20:00:00,0.505347826,0.532217391,0.756,0.635058824,0.643777778
2015-01-14 21:00:00,0.516978261,0.522434783,0.731,0.618470588,0.653333333
2015-01-14 22:00:00,0.524195652,0.510652174,0.7025,0.605411765,0.636888889
2015-01-14 23:00:00,0.525195652,0.497043478,0.6735,0.592352941,0.608666667
